transp_Bizr_Id,vehc_Id,vehc_Lcns_No,actual_vehc_Lcns_No,depot_Id,Seat,Stand,Deck,body_Bus_No,top_Up_Thold,alert_Thold,max_Quota_Etm,use_Yn
110100001,11755,WVP2522,WVP2522,BCV,30,34,Single,mann,2000,100,3500,Y
110100001,11756,WUW8433,WUW8433,BCV,30,34,Single,L215,2000,100,3500,Y
110100001,11769,XIS7400,W7400S,BCV,41,28,Single,W740,2000,100,3500,Y
110100001,11773,WVP2491,WVP2491,BCV,30,34,Single,TML,2000,100,3500,Y
110100001,11806,XAM7230,WA7230M,BCV,36,33,Single,S605,2000,100,3500,Y
110100001,11807,XAM9451,WA9451M,BCV,36,33,Single,S606,2000,100,3500,Y
110100001,11808,XAM9479,WA9479M,BCV,36,33,Single,S607,2000,100,3500,Y
110100001,11815,XBB2995,WB2995B,BCV,36,33,Single,S683,2000,100,3500,Y
110100001,11816,XBB3150,WB3150B,BCV,36,33,Single,S684,2000,100,3500,Y
110100001,11817,XBC2225,WB2225C,BCV,36,33,Single,S685,2000,100,3500,Y
110100001,11818,XBB3225,WB3225B,BCV,36,33,Single,S686,2000,100,3500,Y
110100001,11820,XBB7516,WB7516B,BCV,36,33,Single,S688,2000,100,3500,Y
110100001,11823,XBC2467,WB2467C,BCV,36,33,Single,S690,2000,100,3500,Y
110100001,11826,XBD8554,WB8554D,BCV,36,33,Single,S695,2000,100,3500,Y
110100001,11834,XBF8743,WB8743F,BCV,36,33,Single,S702,2000,100,3500,Y
110100001,11841,XBH8514,WB8514H,BCV,36,33,Single,S709,2000,100,3500,Y
110100001,11852,XBK1024,WB1024K,BCV,29,30,Single,ADL,2000,100,3500,Y
110100001,11853,XBJ9172,WB9172J,BCV,29,30,Single,ADL,2000,100,3500,Y
110100001,11855,XBK1120,WB1120K,BCV,29,30,Single,ADL,2000,100,3500,Y
110100001,11856,XBJ9421,WB9421J,BCV,29,30,Single,ADL,2000,100,3500,Y
110100001,11857,XBK985,WB985K,BCV,29,30,Single,ADL,2000,100,3500,Y
110100001,11861,XBK7436,WB7436K,BCV,36,33,Single,S722,2000,100,3500,Y
110100001,11863,XBL654,WB654L,BCV,36,33,Single,S735,2000,100,3500,Y
110100001,11871,XBK1029,WB1029K,BCV,29,30,Single,E211,2000,100,3500,Y
110100001,11874,XBK1015,WB1015K,BCV,29,30,Single,E211,2000,100,3500,Y
110100001,11875,XBP7597,WB7597P,BCV,36,33,Single,S759,2000,100,3500,Y
110100001,11876,XBP7284,WB7284P,BCV,36,33,Single,S760,2000,100,3500,Y
110100001,11877,XBP7246,WB7249P,BCV,#N/A,#N/A,#N/A,S761,2000,100,3500,Y
110100001,11878,XBQ2675,WB2675Q,BCV,36,33,Single,S762,2000,100,3500,Y
110100001,11879,XBQ5780,WB5780Q,BCV,36,33,Single,S766,2000,100,3500,Y
110100001,11880,XBQ5708,WB5708Q,BCV,36,33,Single,S767,2000,100,3500,Y
110100001,11881,XBQ5661,WB5661Q,BCV,36,33,Single,S768,2000,100,3500,Y
110100001,11882,XBQ5608,WB5608Q,BCV,36,33,Single,S769,2000,100,3500,Y
110100001,11883,XBQ5632,WB5632Q,BCV,36,33,Single,S883,2000,100,3500,Y
110100001,11884,XBQ5638,WB5638Q,BCV,36,33,Single,S884,2000,100,3500,Y
110100001,11885,XBP3552,WB3552P,BCV,29,30,Single,A885,2000,100,3500,Y
110100001,11886,XBQ2419,WB2419Q,BCV,36,33,Single,S757,2000,100,3500,Y
110100001,11887,XBQ2434,WB2434Q,BCV,36,33,Single,S497,2000,100,3500,Y
110100001,11888,XBS6530,WB6530S,BCV,36,33,Single,S772,2000,100,3500,Y
110100001,11889,XBS6374,WB6374S,BCV,36,33,Single,S773,2000,100,3500,Y
110100001,11900,XBS6510,WB6510S,BCV,36,33,Single,S774,2000,100,3500,Y
110100001,11901,XBS6417,WB6417S,BCV,36,33,Single,S777,2000,100,3500,Y
110100001,11902,XBT2734,WB2734T,BCV,36,33,Single,S755,2000,100,3500,Y
110100001,11905,XBP3466,WB3466P,BCV,29,30,Single,E224,2000,100,3500,Y
110100001,12121,WUW 417,WUW417,BCV,#N/A,#N/A,#N/A,W417,0,0,0,Y
110100001,12122,WVA1734,WVA1734,BCV,#N/A,#N/A,#N/A,W734,0,0,0,Y
110100001,12123,WUW4173,WUW4173,BCV,#N/A,#N/A,#N/A,W173,0,0,0,Y
110100001,12138,VFA9765,VFA9765,BCV,84,26,Double,VF65,0,0,0,Y
110100001,12139,VFA9781,VFA9781,BCV,84,26,Double,VF81,0,0,0,Y
110100001,12140,VFE4091,VFE4091,BCV,84,26,Double,VF91,0,0,0,Y
110100001,12141,VFB2440,VFB2440,BCV,84,26,Double,VF40,0,0,0,Y
110100001,12145,VFG2084,VFG2084,BCV,84,26,Double,V084,0,0,0,Y
110100001,12146,VFG4136,VFG4136,BCV,84,26,Double,V136,0,0,0,Y
110100001,12147,VFE4087,VFE4087,BCV,84,26,Double,V087,0,0,0,Y
110100001,12150,VFF9422,VFF9422,BCV,84,26,Double,V422,0,0,0,Y
110100001,12151,VFH8627,VFH8627,BCV,84,26,Double,V627,0,0,0,Y
110100001,12152,VFH1859,VFH1859,BCV,84,26,Double,V859,0,0,0,Y
110100001,12153,VFK4581,VFK4581,BCV,84,26,Double,V581,0,0,0,Y
110100001,12183,PJF1364,PJF1364,BCV,31,24,Single,P364,0,0,0,Y
110100001,12184,PJH4804,PJH4804,BCV,31,24,Single,P804,0,0,0,Y
110100001,12185,PJH4764,PJH4764,BCV,31,24,Single,P764,0,0,0,Y
110100001,12186,PJH4872,PJH4872,BCV,31,24,Single,P872,0,0,0,Y
110100001,12187,PJJ3310,PJJ3310,BCV,25,30,Single,P310,0,0,0,Y
110100001,12188,PJJ1894,PJJ1894,BCV,31,24,Single,P894,0,0,0,Y
110100001,12189,PJJ4919,PJJ4919,BCV,31,24,Single,P919,0,0,0,Y
110100001,12190,PJJ4922,PJJ4922,BCV,31,24,Single,P922,0,0,0,Y
110100001,12191,PJJ7149,PJJ7149,BCV,31,24,Single,P149,0,0,0,Y
110100001,12192,PLQ2146,PLQ2146,BCV,41,28,Single,P146,0,0,0,Y
110100001,12195,PJH4780,PJH4780,BCV,31,24,Single,P780,0,0,0,Y
110100001,12196,PJH4890,PJH4890,BCV,31,24,Single,P890,0,0,0,Y
110100001,12197,PJH4752,PJH4752,BCV,31,24,Single,P752,0,0,0,Y
110100001,12198,PKY1274,PKY1274,BCV,25,40,Single,P274,0,0,0,Y
110100001,12199,PLA2875,PLA2875,BCV,25,40,Single,P875,0,0,0,Y
110100001,12200,PKY1292,PKY1292,BCV,25,40,Single,P292,0,0,0,Y
110100001,12201,PJF2934,PJF2934,BCV,25,30,Single,P934,0,0,0,Y
110100001,12202,PJJ6025,PJJ6025,BCV,25,30,Single,P025,0,0,0,Y
110100001,12203,PJK2722,PJK2722,BCV,25,30,Single,P722,0,0,0,Y
110100001,12204,PJG6820,PJG6820,BCV,25,30,Single,P820,0,0,0,Y
110100001,12205,PLA2966,PLA2966,BCV,25,40,Single,P966,0,0,0,Y
110100001,12206,PJK1473,PJK1473,BCV,25,30,Single,P473,0,0,0,Y
110100001,12207,PJM103,PJM103,BCV,25,30,Single,P103,0,0,0,Y
110100001,12208,PJH4736,PJH4736,BCV,25,30,Single,P736,0,0,0,Y
110100001,12209,PJH170,PJH170,BCV,25,30,Single,P170,0,0,0,Y
110100001,12210,PJJ5202,PJJ5202,BCV,25,30,Single,P202,0,0,0,Y
110100001,348,XCJ348,WC348J,BCV,29,30,Single,ADL,2000,100,3500,Y
110100001,4657,XCH4657,WC4657H,BCV,29,30,Single,ADL,2000,100,3500,Y
110100001,7065,XCH7065,WC7065H,BCV,29,30,Single,ADL,2000,100,3500,Y
110100001,9270,XCG9270,WC9270G,BCV,29,30,Single,ADL,2000,100,3500,Y
110100001,F657,XCF657,WC657F,BCV,29,30,Single,ADL,2000,100,3500,Y
110100001,F694,XCF694,WC694F,BCV,29,30,Single,ADL,2000,100,3500,Y
110100001,F976,XCF967,WC967F,BCV,29,30,Single,ADL,2000,100,3500,Y
110100001,SD25,XBP7852,WB7852P,BCV,29,30,Single,SD25,2000,100,3500,Y
110100001,SD26,XBQ3596,WB3596Q,BCV,29,30,Single,SD26,2000,100,3500,Y
110100001,SD30,XBV7049,WB7049V,BCV,29,30,Single,SD30,2000,100,3500,Y
110100001,XBU19,XBU1917,WB1917U,BCV,36,33,Single,XBU1,2000,100,3500,Y
110100001,XDV42,VDV4281,VDV4281,BCV,0,0,Single,DV42,0,0,0,Y
110100001,1000,XBN3234,WB3234N,SA6,36,33,Single,S749,2000,100,3500,Y
110100001,10030,XBN3346,WB3346N,SA6,36,33,Single,S750,2000,100,3500,Y
110100001,10076,XBK7518,WB7518K,SA6,36,33,Single,S725,2000,100,3500,Y
110100001,10101,WPX4229,WPX4229,SA6,39,20,Single,M249,2000,100,3500,Y
110100001,10102,WPX4237,WPX4237,SA6,39,20,Single,M098,2000,100,3500,Y
110100001,10104,WPX4243,WPX4243,SA6,39,20,Single,M095,2000,100,3500,Y
110100001,10106,WPY7715,WPY7715,SA6,39,20,Single,M196,2000,100,3500,Y
110100001,10108,WPY7758,WPY7758,SA6,39,20,Single,M077,2000,100,3500,Y
110100001,10109,WQA1063,WQA1063,SA6,39,20,Single,M064,2000,100,3500,Y
110100001,10110,WQA120,WQA120,SA6,39,20,Single,M243,2000,100,3500,Y
110100001,10112,WQA1351,WQA1351,SA6,39,20,Single,M086,2000,100,3500,Y
110100001,10114,WQA1935,WQA1935,SA6,39,20,Single,M051,2000,100,3500,Y
110100001,10115,WQA1942,WQA1942,SA6,39,20,Single,M090,2000,100,3500,Y
110100001,10116,WQA1949,WQA1949,SA6,39,20,Single,M303,2000,100,3500,Y
110100001,10120,WQA3648,WQA3648,SA6,39,20,Single,M254,2000,100,3500,Y
110100001,10123,WQA667,WQA667,SA6,39,20,Single,M302,2000,100,3500,Y
110100001,10125,WQA695,WQA695,SA6,39,20,Single,M070,2000,100,3500,Y
110100001,10126,WQA7091,WQA7091,SA6,39,20,Single,M049,2000,100,3500,Y
110100001,10128,WQA7101,WQA7101,SA6,39,20,Single,M301,2000,100,3500,Y
110100001,10129,WQA7103,WQA7103,SA6,39,20,Single,M088,2000,100,3500,Y
110100001,10130,WQA7112,WQA7112,SA6,39,20,Single,M242,2000,100,3500,Y
110100001,10136,WQB2096,WQB2096,SA6,39,20,Single,M247,2000,100,3500,Y
110100001,10137,WQB2103,WQB2103,SA6,39,20,Single,M071,2000,100,3500,Y
110100001,10140,WQB3092,WQB3092,SA6,39,20,Single,M249,2000,100,3500,Y
110100001,10142,WQB3097,WQB3097,SA6,39,20,Single,M052,2000,100,3500,Y
110100001,10143,WQB3120,WQB3120,SA6,39,20,Single,M059,2000,100,3500,Y
110100001,10147,WQB315,WQB315,SA6,39,20,Single,M073,2000,100,3500,Y
110100001,10150,WQB7795,WQB7795,SA6,39,20,Single,M055,2000,100,3500,Y
110100001,10151,WQC1840,WQC1840,SA6,39,20,Single,M084,2000,100,3500,Y
110100001,10153,WQC1845,WQC1845,SA6,39,20,Single,M304,2000,100,3500,Y
110100001,10154,WQC2646,WQC2646,SA6,39,20,Single,M048,2000,100,3500,Y
110100001,10155,WQC2655,WQC2655,SA6,39,20,Single,M192,2000,100,3500,Y
110100001,10156,WQC694,WQC694,SA6,39,20,Single,M248,2000,100,3500,Y
110100001,10157,WQC695,WQC695,SA6,39,20,Single,M256,2000,100,3500,Y
110100001,10158,WQC697,WQC697,SA6,39,20,Single,L,2000,100,3500,Y
110100001,10159,WQC698,WQC698,SA6,39,20,Single,L,2000,100,3500,Y
110100001,10161,WQE2117,WQE2117,SA6,39,20,Single,M097,2000,100,3500,Y
110100001,10162,WQE2135,WQE2135,SA6,39,20,Single,M061,2000,100,3500,Y
110100001,10164,WQE2145,WQE2145,SA6,39,20,Single,L,2000,100,3500,Y
110100001,10165,WQE2148,WQE2148,SA6,39,20,Single,L,2000,100,3500,Y
110100001,10169,WQE2159,WQE2159,SA6,39,20,Single,ASJ,2000,100,3500,Y
110100001,10170,WQE2165,WQE2165,SA6,39,20,Single,L,2000,100,3500,Y
110100001,10173,WEM5581,WEM5581,SA6,0,0,Single,SA6,2000,100,3500,Y
110100001,10174,WEN5860,WEN5860,SA6,0,0,Single,SA6,2000,100,3500,Y
110100001,10175,WER6965,WER6965,SA6,0,0,Single,SA6,2000,100,3500,Y
110100001,10176,WET6843,WET6843,SA6,0,0,Single,OK5,2000,100,3500,Y
110100001,10179,WEX9604,WEX9604,SA6,0,0,Single,SA6,2000,100,3500,Y
110100001,10181,WFD4226,WFD4226,SA6,0,0,Single,SA6,2000,100,3500,Y
110100001,10183,WFF1678,WFF1678,SA6,0,0,Single,SA6,2000,100,3500,Y
110100001,10184,WFF1681,WFF1681,SA6,0,0,Single,SA6,2000,100,3500,Y
110100001,10185,WFG1507,WFG1507,SA6,0,0,Single,SA6,2000,100,3500,Y
110100001,10186,WFG1509,WFG1509,SA6,0,0,Single,SA6,2000,100,3500,Y
110100001,10187,WFH4072,WFH4072,SA6,0,0,Single,SA6,2000,100,3500,Y
110100001,10188,WFH9640,WFH9640,SA6,0,0,Single,SA6,2000,100,3500,Y
110100001,10190,WFM1080,WFM1080,SA6,0,0,Single,SA6,2000,100,3500,Y
110100001,10192,WFR3359,WFR3359,SA6,0,0,Single,SA6,2000,100,3500,Y
110100001,10194,WFS9003,WFS9003,SA6,0,0,Single,SA6,2000,100,3500,Y
110100001,10195,WFT3478,WFT3478,SA6,0,0,Single,SA6,2000,100,3500,Y
110100001,10197,WFU4772,WFU4772,SA6,0,0,Single,SA6,2000,100,3500,Y
110100001,10198,WFU7636,WFU7636,SA6,0,0,Single,SA6,2000,100,3500,Y
110100001,10199,WFX3046,WFX3046,SA6,0,0,Single,SA6,2000,100,3500,Y
110100001,10201,WFY4823,WFY4823,SA6,0,0,Single,SA6,2000,100,3500,Y
110100001,10202,WFY8341,WFY8341,SA6,0,0,Single,SA6,2000,100,3500,Y
110100001,10203,WGJ4808,WGJ4808,SA6,0,0,Single,SA6,2000,100,3500,Y
110100001,10392,WPY7746,WPY7746,SA6,39,20,Single,WPY7,2000,100,3500,Y
110100001,10393,WPY9493,WPY9493,SA6,39,20,Single,WPY9,2000,100,3500,Y
110100001,10394,WPY9508,WPY9508,SA6,39,20,Single,WPY9,2000,100,3500,Y
110100001,10395,WPY9534,WPY9534,SA6,39,20,Single,WPY9,2000,100,3500,Y
110100001,10396,WPY9550,WPY9550,SA6,39,20,Single,WPY9,2000,100,3500,Y
110100001,10397,WPY9556,WPY9556,SA6,39,20,Single,ASJ,2000,100,3500,Y
110100001,10398,WPY9562,WPY9562,SA6,39,20,Single,WPY9,2000,100,3500,Y
110100001,10399,WPY9568,WPY9568,SA6,39,20,Single,WPY9,2000,100,3500,Y
110100001,10400,WQA104,WQA104,SA6,39,20,Single,WQA1,2000,100,3500,Y
110100001,10401,WQA1059,WQA1059,SA6,39,20,Single,WQA1,2000,100,3500,Y
110100001,10402,WQA1314,WQA1314,SA6,39,20,Single,WQA1,2000,100,3500,Y
110100001,10403,WQA1348,WQA1348,SA6,39,20,Single,WQA1,2000,100,3500,Y
110100001,10404,WQA1912,WQA1912,SA6,39,20,Single,WQA1,2000,100,3500,Y
110100001,10405,WQA647,WQA647,SA6,39,20,Single,WQA6,2000,100,3500,Y
110100001,10407,WQA691,WQA691,SA6,39,20,Single,WQA6,2000,100,3500,Y
110100001,10460,XBK8354,WB8354K,SA6,36,33,Single,S729,2000,100,3500,Y
110100001,10475,XBM6746,WB6746M,SA6,36,33,Single,S727,2000,100,3500,Y
110100001,10476,XBN3284,WB3284N,SA6,36,33,Single,S732,2000,100,3500,Y
110100001,10482,XBL854,WB854L,SA6,36,33,Single,S734,2000,100,3500,Y
110100001,10517,XBP962,WB962P,SA6,36,33,Single,S745,2000,100,3500,Y
110100001,10735,WQA713,WQA713,SA6,39,20,Single,M030,2000,100,3500,Y
110100001,10738,WQC705,WQC705,SA6,39,20,Single,705,2000,100,3500,Y
110100001,10753,WFC4133,WFC4133,SA6,0,0,Single,SA6,2000,100,3500,Y
110100001,10758,WFK5464,WFK5464,SA6,0,0,Single,SA6,2000,100,3500,Y
110100001,10759,WFK5465,WFK5465,SA6,0,0,Single,SA6,2000,100,3500,Y
110100001,10762,WFL3902,WFL3902,SA6,0,0,Single,SA6,2000,100,3500,Y
110100001,10771,WFP7114,WFP7114,SA6,0,0,Single,SA6,2000,100,3500,Y
110100001,10788,WNV5307,WNV5307,SA6,0,0,Single,SA6,2000,100,3500,Y
110100001,10789,XBP1052,WB1052P,SA6,36,33,Single,S746,2000,100,3500,Y
110100001,10790,WNV5404,WNV5404,SA6,0,0,Single,SA6,2000,100,3500,Y
110100001,10791,WNV5408,WNV5408,SA6,0,0,Single,SA6,2000,100,3500,Y
110100001,10792,XBN3634,WB3634N,SA6,36,33,Single,S751,2000,100,3500,Y
110100001,10793,XBN4408,WB4408N,SA6,36,33,Single,S752,2000,100,3500,Y
110100001,10800,WPC7959,WPC7959,SA6,0,0,Single,SA6,2000,100,3500,Y
110100001,10808,WPD4569,WPD4569,SA6,0,0,Single,SA6,2000,100,3500,Y
110100001,10815,WPE5921,WPE5921,SA6,0,0,Single,SA6,2000,100,3500,Y
110100001,10817,XBM3615,WB3615M,SA6,29,30,Single,E211,2000,100,3500,Y
110100001,10954,WEK9145,WEK9145,SA6,0,0,Single,,2000,100,3500,Y
110100001,10955,WET208,WET208,SA6,0,0,Single,,2000,100,3500,Y
110100001,10956,WFD4232,WFD4232,SA6,0,0,Single,,2000,100,3500,Y
110100001,10957,WFW7804,WFW7804,SA6,0,0,Single,,2000,100,3500,Y
110100001,10958,WFX8769,WFX8769,SA6,0,0,Single,,2000,100,3500,Y
110100001,10959,WGF9445,WGF9445,SA6,0,0,Single,,2000,100,3500,Y
110100001,10960,WGG1706,WGG1706,SA6,0,0,Single,,2000,100,3500,Y
110100001,10961,WGG2044,WGG2044,SA6,0,0,Single,,2000,100,3500,Y
110100001,10962,WGG3027,WGG3027,SA6,0,0,Single,,2000,100,3500,Y
110100001,10963,WGH9018,WGH9018,SA6,0,0,Single,,2000,100,3500,Y
110100001,10964,WGJ3971,WGJ3971,SA6,0,0,Single,,2000,100,3500,Y
110100001,10968,WPL2864,WPL2864,SA6,37,28,Single,,2000,100,3500,Y
110100001,10969,WPL2870,WPL2870,SA6,37,28,Single,L077,2000,100,3500,Y
110100001,10970,WPL2873,WPL2873,SA6,37,28,Single,,2000,100,3500,Y
110100001,10971,WPL2887,WPL2887,SA6,37,28,Single,L124,2000,100,3500,Y
110100001,10972,WPL2897,WPL2897,SA6,37,28,Single,L087,2000,100,3500,Y
110100001,10973,WPL2906,WPL2906,SA6,37,28,Single,,2000,100,3500,Y
110100001,10974,WPL3846,WPL3846,SA6,37,28,Single,,2000,100,3500,Y
110100001,10975,WPL3855,WPL3855,SA6,37,28,Single,s,2000,100,3500,Y
110100001,10976,WPL3858,WPL3858,SA6,37,28,Single,SA6,2000,100,3500,Y
110100001,10977,WPL3860,WPL3860,SA6,37,28,Single,,2000,100,3500,Y
110100001,10978,WPL3867,WPL3867,SA6,37,28,Single,L046,2000,100,3500,Y
110100001,10979,WPL3871,WPL3871,SA6,37,28,Single,,2000,100,3500,Y
110100001,10980,WPL3874,WPL3874,SA6,37,28,Single,,2000,100,3500,Y
110100001,10981,WPL3879,WPL3879,SA6,37,28,Single,SL2,2000,100,3500,Y
110100001,10982,WPL3885,WPL3885,SA6,37,28,Single,L085,2000,100,3500,Y
110100001,10983,WPL3896,WPL3896,SA6,37,28,Single,SA6,2000,100,3500,Y
110100001,10984,WPL3901,WPL3901,SA6,37,28,Single,SA6,2000,100,3500,Y
110100001,10985,WPL3967,WPL3967,SA6,37,28,Single,L045,2000,100,3500,Y
110100001,10986,WPL3975,WPL3975,SA6,37,28,Single,,2000,100,3500,Y
110100001,10987,WPL3978,WPL3978,SA6,37,28,Single,,2000,100,3500,Y
110100001,10988,WPL3979,WPL3979,SA6,37,28,Single,L123,2000,100,3500,Y
110100001,10989,WPL3984,WPL3984,SA6,37,28,Single,,2000,100,3500,Y
110100001,10990,WPL3990,WPL3990,SA6,37,28,Single,SA6,2000,100,3500,Y
110100001,10991,WPL4017,WPL4017,SA6,37,28,Single,L081,2000,100,3500,Y
110100001,10992,WPL4020,WPL4020,SA6,37,28,Single,,2000,100,3500,Y
110100001,10993,WPL4023,WPL4023,SA6,37,28,Single,OK5,2000,100,3500,Y
110100001,10995,WPL4081,WPL4081,SA6,37,28,Single,L065,2000,100,3500,Y
110100001,10996,WPL4085,WPL4085,SA6,37,28,Single,L125,2000,100,3500,Y
110100001,10997,WPL4095,WPL4095,SA6,37,28,Single,,2000,100,3500,Y
110100001,10998,WPL4098,WPL4098,SA6,37,28,Single,,2000,100,3500,Y
110100001,10999,WPL4100,WPL4100,SA6,37,28,Single,,2000,100,3500,Y
110100001,11000,WPL4103,WPL4103,SA6,37,28,Single,SA6,2000,100,3500,Y
110100001,11001,WPL4114,WPL4114,SA6,37,28,Single,L057,2000,100,3500,Y
110100001,11002,WPL4115,WPL4115,SA6,37,28,Single,,2000,100,3500,Y
110100001,11004,WPL489,WPL489,SA6,37,28,Single,,2000,100,3500,Y
110100001,11005,WPL491,WPL491,SA6,37,28,Single,L126,2000,100,3500,Y
110100001,11006,WPL495,WPL495,SA6,37,28,Single,,2000,100,3500,Y
110100001,11007,WPL497,WPL497,SA6,37,28,Single,L056,2000,100,3500,Y
110100001,11008,WPL499,WPL499,SA6,37,28,Single,,2000,100,3500,Y
110100001,11009,WPL502,WPL502,SA6,37,28,Single,,2000,100,3500,Y
110100001,11010,WPL506,WPL506,SA6,37,28,Single,,2000,100,3500,Y
110100001,11012,WPL519,WPL519,SA6,37,28,Single,L066,2000,100,3500,Y
110100001,11013,WPL521,WPL521,SA6,37,28,Single,,2000,100,3500,Y
110100001,11014,WPL522,WPL522,SA6,37,28,Single,L089,2000,100,3500,Y
110100001,11015,WPL539,WPL539,SA6,37,28,Single,OK5,2000,100,3500,Y
110100001,11016,WPL544,WPL544,SA6,37,28,Single,,2000,100,3500,Y
110100001,11017,WPL552,WPL552,SA6,37,28,Single,,2000,100,3500,Y
110100001,11018,WPL553,WPL553,SA6,37,28,Single,,2000,100,3500,Y
110100001,11019,WPL557,WPL557,SA6,37,28,Single,,2000,100,3500,Y
110100001,11020,WPL559,WPL559,SA6,37,28,Single,SA6,2000,100,3500,Y
110100001,11023,WPL563,WPL563,SA6,37,28,Single,L051,2000,100,3500,Y
110100001,11024,WPL566,WPL566,SA6,37,28,Single,L132,2000,100,3500,Y
110100001,11025,WPL569,WPL569,SA6,37,28,Single,L093,2000,100,3500,Y
110100001,11026,WPL571,WPL571,SA6,37,28,Single,L095,2000,100,3500,Y
110100001,11027,WPL574,WPL574,SA6,37,28,Single,L090,2000,100,3500,Y
110100001,11029,WPL580,WPL580,SA6,37,28,Single,,2000,100,3500,Y
110100001,11030,WPL604,WPL604,SA6,37,28,Single,,2000,100,3500,Y
110100001,11031,WPL608,WPL608,SA6,37,28,Single,OK5,2000,100,3500,Y
110100001,11032,WPL609,WPL609,SA6,37,28,Single,L079,2000,100,3500,Y
110100001,11033,WPL613,WPL613,SA6,37,28,Single,SA6,2000,100,3500,Y
110100001,11034,WPL617,WPL617,SA6,37,28,Single,L069,2000,100,3500,Y
110100001,11035,WPL625,WPL625,SA6,37,28,Single,SA6,2000,100,3500,Y
110100001,11036,WPL630,WPL630,SA6,0,0,Single,SA6,2000,100,3500,Y
110100001,11037,WPL639,WPL639,SA6,37,28,Single,SA6,2000,100,3500,Y
110100001,11038,WPL640,WPL640,SA6,37,28,Single,,2000,100,3500,Y
110100001,11039,WPL647,WPL647,SA6,37,28,Single,L048,2000,100,3500,Y
110100001,11040,WPL650,WPL650,SA6,37,28,Single,L111,2000,100,3500,Y
110100001,11041,WPL658,WPL658,SA6,37,28,Single,,2000,100,3500,Y
110100001,11042,WPL662,WPL662,SA6,37,28,Single,,2000,100,3500,Y
110100001,11043,WPL671,WPL671,SA6,37,28,Single,,2000,100,3500,Y
110100001,11044,WPL674,WPL674,SA6,37,28,Single,L106,2000,100,3500,Y
110100001,11045,WPL683,WPL683,SA6,37,28,Single,,2000,100,3500,Y
110100001,11046,WPL693,WPL693,SA6,37,28,Single,,2000,100,3500,Y
110100001,11047,WPL726,WPL726,SA6,37,28,Single,,2000,100,3500,Y
110100001,11048,WPL731,WPL731,SA6,37,28,Single,L067,2000,100,3500,Y
110100001,11049,WPL734,WPL734,SA6,37,28,Single,,2000,100,3500,Y
110100001,11050,WPL735,WPL735,SA6,37,28,Single,L102,2000,100,3500,Y
110100001,11052,WPL741,WPL741,SA6,37,28,Single,L086,2000,100,3500,Y
110100001,11053,WPL743,WPL743,SA6,37,28,Single,L107,2000,100,3500,Y
110100001,11054,WPL748,WPL748,SA6,37,28,Single,SA6,2000,100,3500,Y
110100001,11055,WPL753,WPL753,SA6,37,28,Single,,2000,100,3500,Y
110100001,11056,WPL758,WPL758,SA6,37,28,Single,,2000,100,3500,Y
110100001,11057,WPL760,WPL760,SA6,37,28,Single,OK5,2000,100,3500,Y
110100001,11058,WPL763,WPL763,SA6,37,28,Single,,2000,100,3500,Y
110100001,11059,WPL765,WPL765,SA6,37,28,Single,L061,2000,100,3500,Y
110100001,11060,WPL766,WPL766,SA6,37,28,Single,,2000,100,3500,Y
110100001,11061,WPL775,WPL775,SA6,37,28,Single,,2000,100,3500,Y
110100001,11062,WPL780,WPL780,SA6,37,28,Single,,2000,100,3500,Y
110100001,11063,WPL782,WPL782,SA6,37,28,Single,ASJ,2000,100,3500,Y
110100001,11064,WPM3532,WPM3532,SA6,37,28,Single,,2000,100,3500,Y
110100001,11065,WPN7396,WPN7396,SA6,37,28,Single,,2000,100,3500,Y
110100001,11066,WPN7408,WPN7408,SA6,37,28,Single,,2000,100,3500,Y
110100001,11067,WQA1037,WQA1037,SA6,39,20,Single,,2000,100,3500,Y
110100001,11068,WQA1056,WQA1056,SA6,39,20,Single,,2000,100,3500,Y
110100001,11069,WQA1073,WQA1073,SA6,39,20,Single,,2000,100,3500,Y
110100001,11070,WQA1320,WQA1320,SA6,39,20,Single,,2000,100,3500,Y
110100001,11071,WQA1340,WQA1340,SA6,39,20,Single,,2000,100,3500,Y
110100001,11072,WQA1342,WQA1342,SA6,39,20,Single,,2000,100,3500,Y
110100001,11073,WQA1922,WQA1922,SA6,39,20,Single,,2000,100,3500,Y
110100001,11074,WQA1929,WQA1929,SA6,39,20,Single,,2000,100,3500,Y
110100001,11075,WQA3150,WQA3150,SA6,39,20,Single,,2000,100,3500,Y
110100001,11076,WQA3160,WQA3160,SA6,39,20,Single,SA6,2000,100,3500,Y
110100001,11077,WQA3191,WQA3191,SA6,39,20,Single,,2000,100,3500,Y
110100001,11078,WQA3661,WQA3661,SA6,39,20,Single,,2000,100,3500,Y
110100001,11079,WQA655,WQA655,SA6,39,20,Single,,2000,100,3500,Y
110100001,11080,WQA682,WQA682,SA6,39,20,Single,,2000,100,3500,Y
110100001,11081,WQA684,WQA684,SA6,39,20,Single,,2000,100,3500,Y
110100001,11082,WQA704,WQA704,SA6,39,20,Single,SA6,2000,100,3500,Y
110100001,11083,WQB1804,WQB1804,SA6,39,20,Single,,2000,100,3500,Y
110100001,11084,WQB302,WQB302,SA6,39,20,Single,,2000,100,3500,Y
110100001,11085,WQB3135,WQB3135,SA6,39,20,Single,,2000,100,3500,Y
110100001,11086,WQC710,WQC710,SA6,39,20,Single,,2000,100,3500,Y
110100001,11087,WPN4721,WPN4721,SA6,0,0,Single,,2000,100,3500,Y
